MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6789886093,43,45,38,34,25,53,48,44,49,44,46
KR_6787383415,38,44,30,41,26,41,41,51,35,54,26
KR_6788895977,49,29,36,31,39,31,38,46,45,48,28
KR_6785265166,35,20,39,21,44,38,30,40,44,60,45
KR_6775738239,38,42,25,49,34,33,41,34,45,55,45
KR_6775943885,39,49,26,32,37,37,36,35,37,38,55
KR_6781024048,34,37,48,44,40,31,38,54,43,41,74
KR_6778178181,57,28,54,50,33,31,41,44,45,44,38
KR_6782049960,34,26,45,34,48,29,42,39,41,37,49
KR_6778253048,44,34,48,38,38,49,26,60,58,39,23
KR_6782083641,34,29,32,33,17,52,37,36,37,48,26
KR_6787116649,39,40,34,38,25,38,34,56,53,36,32
KR_6778586174,41,41,37,48,22,49,34,32,59,23,24
KR_6786103585,40,31,37,41,29,50,41,34,55,35,49
KR_6778212889,33,34,38,27,28,42,49,49,41,34,54
KR_6779573216,35,44,17,38,37,34,42,55,46,39,52
KR_6789838052,33,27,44,41,37,39,50,41,41,42,26
KR_6778238383,32,36,18,43,38,29,36,34,34,34,31
KR_6776738654,42,54,38,42,43,35,41,55,49,41,39
KR_6786323287,42,33,33,40,42,24,31,42,43,55,38
KR_6783290997,28,23,38,29,46,39,29,38,38,45,57
KR_6766030704,34,48,32,49,44,38,50,53,54,50,51
KR_6788551670,33,47,31,47,29,59,45,41,56,32,43
KR_6788650377,39,31,39,36,38,26,38,46,42,55,43
KR_6787197496,46,42,43,26,54,33,37,32,49,43,57
KR_6778327837,44,24,33,40,31,29,41,46,32,36,27
KR_6772801124,33,45,35,20,30,20,47,43,43,36,39
KR_6769444447,42,42,28,41,34,42,45,34,46,45,52
KR_6776576261,46,42,33,39,29,32,40,41,48,32,26
KR_6779513880,37,27,31,30,27,27,37,36,54,29,33
KR_6781585289,38,48,41,33,45,32,46,43,39,44,48
KR_6780587838,47,33,31,30,56,30,48,41,40,61,44
KR_6789939589,39,39,38,59,57,28,42,61,61,43,36
KR_6777135401,52,26,26,30,47,37,42,38,27,34,31
KR_6788891661,35,31,33,36,31,60,31,30,29,68,46
KR_6770143322,38,34,36,27,46,30,32,47,47,35,30
KR_6775193306,36,29,30,28,29,35,38,38,53,37,28
KR_6766020088,44,24,59,19,40,36,34,56,42,34,46
KR_6785858218,33,40,32,28,31,38,28,45,49,37,39
KR_6780091723,40,40,41,41,47,37,54,29,51,54,29
KR_6785446346,52,38,44,34,24,43,48,26,24,48,34
KR_6774653534,45,54,38,51,41,49,40,44,55,44,40
KR_6778725729,25,54,20,50,36,26,50,45,31,38,47
KR_6786077982,28,34,32,34,38,31,30,44,37,44,28
KR_6770892926,43,29,29,31,44,37,42,40,62,38,49
KR_6783001921,34,52,28,37,39,40,59,41,48,37,46
KR_6767641824,42,42,30,48,31,51,42,47,52,58,36
KR_6774274828,66,40,61,36,57,52,44,50,42,55,57
KR_6787899102,35,35,37,27,23,25,46,47,37,56,34
KR_6782744888,42,33,37,32,30,49,36,32,44,56,35
KR_6777768165,47,23,34,25,37,47,34,41,54,50,32
KR_6787406469,39,25,32,41,40,29,62,47,42,46,43
KR_6775247517,55,36,46,45,60,33,51,38,60,46,43
KR_6786192582,47,54,38,52,47,41,29,46,44,42,60
KR_6784886607,32,28,58,38,47,26,31,50,42,36,49
KR_6789847344,21,42,27,32,31,23,51,33,41,53,33
KR_6781347291,44,41,39,48,37,23,50,39,47,34,33
KR_6767538974,33,44,30,24,29,46,35,38,46,54,42
KR_6790002394,31,36,27,40,28,37,44,25,35,45,21
KR_6778314492,39,45,31,34,25,28,50,42,33,53,29
KR_6785545045,32,24,31,44,35,32,41,27,52,37,41
KR_6787412652,28,38,50,23,34,33,27,46,44,38,40
KR_6779445737,57,33,32,48,26,35,44,36,29,36,39
KR_6786430399,32,35,40,41,34,47,51,53,39,39,66
KR_6747962169,39,41,30,36,18,37,42,55,52,45,44
KR_6788453422,45,20,43,23,30,53,32,37,50,49,39
KR_6786769634,39,31,47,26,51,32,67,63,63,48,55
KR_6787514538,53,45,30,36,38,37,50,30,41,39,42
KR_6789837443,53,44,12,49,31,26,40,32,39,33,55
KR_6780735473,41,31,32,39,43,31,35,61,36,44,45
KR_6766095823,44,46,34,48,24,40,43,59,33,57,24
KR_6786807707,46,37,41,45,44,41,31,47,37,23,38
KR_6776293947,35,35,36,38,41,36,49,27,48,24,52
KR_6783730937,37,30,31,27,31,40,29,49,35,44,35
